repo, bugs, ossf score, complex functions, total functions
nmslib/hnswlib,0,7.3,7,34
ngtcp2/ngtcp2,0,6.8,60,700
ngtcp2/nghttp3,0,6.6,29,345
ngs-lang/ngs,0,5.3,16,197
ncbi/sra-tools,0,5.9,1,6
nasa/fprime,0,6.5,0,1
nanopb/nanopb,0,6.5,24,188
n64dev/cen64,0,6.1,45,424
mysql/mysql-workbench,0,6.1,0,10
mysql/mysql-connector-cpp,0,6.4,17,122
muluoleiguo/interview,0,6,13,36
motiwari/BanditPAM,0,5.6,0,30
moli232777144/mtcnn_ncnn,0,5.5,0,12
mohabouje/WinToast,0,7.5,7,43
mldbai/mldb,0,6.2,4,78
mkj/dropbear,0,6.3,77,751
mit-dci/opencbdc-tx,0,6.1,14,869
mintomic/mintomic,0,6.2,0,70
microsoft/xlang,0,7.1,7,143
microsoft/wslg,0,7.8,1,19
microsoft/tensorflow-directml,0,5.2,2,56
microsoft/rDSN,0,5.7,168,701
microsoft/pict,0,5.9,22,169
microsoft/msquic,0,8.3,127,685
microsoft/etl2pcapng,0,5.7,1,13
microsoft/cppwinrt,0,7.2,1,7
microsoft/DirectX-Headers,0,8.3,6,51
mgbellemare/Arcade-Learning-Environment,0,5.4,18,631
matyhtf/phpx,0,4.3,0,55
mattiasflodin/reckless,0,6.4,5,66
mattgodbolt/seasocks,0,5.8,3,145
mariusbancila/stduuid,0,6.6,0,1
mariotaku/moonlight-tv,0,5.9,21,59
marcj/TypeRunner,0,6.2,7,202
mandreyel/mio,0,7,1,3
mailru/icqdesktop.deprecated,0,5.6,0,2
magma/magma,0,5.2,0,3
madmann91/bvh,0,5.4,2,26
lvgl/lvgl,0,6.1,185,1338
lsalzman/enet,0,6.3,14,85
lpereira/lwan,0,5.4,37,624
lovyan03/LovyanGFX,0,6.3,0,9
log4cplus/log4cplus,0,6.6,11,306
linyacool/WebServer,0,5.9,4,69
limine-bootloader/limine,0,5.7,1,3
lifting-bits/remill,0,6.6,0,5
libvirt/libvirt,0,7.6,1343,13049
libusb/hidapi,0,6.2,0,3
librsync/librsync,0,6.1,10,118
libgeos/geos,0,5.9,20,2583
libbpf/libbpf-bootstrap,0,6.2,1,19
libass/libass,0,6.5,40,343
leomccormack/Spatial_Audio_Framework,0,5,38,401
lemire/fast_double_parser,0,5.6,0,17
leetonidas/demovfuscator,0,6.6,8,87
leethomason/tinyxml2,0,5.5,6,128
leanprover-community/lean,0,4.4,165,4475
kosma/minmea,0,5.5,2,19
kokkos/kokkos,0,7.4,8,155
kokke/tiny-AES-c,0,5.3,0,12
kmatheussen/radium,0,6.2,12,370
kimci86/bkcrack,0,5.6,5,49
kiibohd/controller,0,4.3,1,72
kigster/cmake-project-template,0,6.5,0,4
khizmax/libcds,0,6.4,2,43
kevinlin311tw/caffe-cvprw15,0,5,5,120
kendryte/nncase,0,6.4,0,5
justdan96/tsMuxer,0,5.5,6,138
juj/RectangleBinPack,0,6.3,2,50
juce-framework/JUCE,0,5.1,6,185
jtv/libpqxx,0,7.5,3,174
jscheiny/Streams,0,6.3,0,27
joboccara/pipes,0,5.6,0,9
jklmnn/imagejs,0,6.2,1,6
jk-jeon/dragonbox,0,5.6,37,195
jgarff/rpi_ws281x,0,8.1,4,39
jerryscript-project/iotjs,0,7.3,6,159
jedisct1/minisign,0,6.3,1,41
jedisct1/libhydrogen,0,5.9,5,13
jbeder/yaml-cpp,0,8.5,4,224
itay-grudev/SingleApplication,0,6.8,5,92
itas109/CSerialPort,0,7,6,258
ispc/ispc,0,6.6,3,85
intel/thermal_daemon,0,7.3,30,335
intel/libipt,0,7.6,17,486
intel/intel-extension-for-pytorch,0,7.3,0,14
inspircd/inspircd,0,5.4,54,1408
includeos/IncludeOS,0,5.9,0,24
imbs-hl/ranger,0,5.6,17,181
imageworks/pystring,0,5.3,6,64
ibireme/yyjson,0,5.9,21,87
i3/i3status,0,5.7,16,74
i3/i3lock,0,6.3,7,41
hydradatabase/hydra,0,5.9,19,83
huihut/interview,0,5.9,0,4
htop-dev/htop,0,6.6,37,456
hse-project/hse,0,6.2,0,11
hosseinmoein/DataFrame,0,7.5,2,25
holzschu/ios_system,0,4.7,241,1212
hjk41/Remmy,0,6.2,0,2
hepingood/w25qxx,0,7.2,34,132
hepingood/ssd1306,0,8.1,5,112
heavyai/heavydb,0,4.8,10,74
hanickadot/compile-time-regular-expressions,0,5.6,0,5
gvinciguerra/PGM-index,0,6.2,0,37
gulrak/filesystem,0,6,0,18
gsl-lite/gsl-lite,0,6.9,48,522
gsass1/NTop,0,6,3,50
greatscottgadgets/hackrf,0,6.2,7,376
graeme-hill/crossguid,0,6.7,1,4
googleprojectzero/winafl,0,6,38,151
google/snappy,0,8.2,12,239
google/skia,0,7.6,0,1
google/oboe,0,6.7,8,396
google/libprotobuf-mutator,0,7.4,4,64
google/double-conversion,0,7.9,5,99
google/cpu_features,0,7.5,0,45
google/cld3,0,6.1,6,120
gonetz/GLideN64,0,5.2,24,142
godotengine/godot-cpp,0,7.8,6,164
gnuradio/volk,0,6.8,7,77
gflags/gflags,0,7,6,76
gem5/gem5,0,6.3,6,237
gbevin/SendMIDI,0,6.1,6,185
gaoxiang12/slambook2,0,6.6,0,4
gaoxiang12/slambook,0,5.8,0,9
gansm/finalcut,0,5.9,1,1663
gammasoft71/xtd,0,5.8,0,14
gabime/spdlog,0,6.8,5,385
fsaintjacques/disruptor--,0,6,0,7
froghui/yolanda,0,6,7,132
frida/frida-gum,0,4.8,0,2
fpagliughi/sockpp,0,7.6,0,34
flybywiresim/a32nx,0,5.7,52,512
floooh/pacman.c,0,6.4,5,76
flashlight/wav2letter,0,6.7,1,10
file/file,0,7.3,52,279
fholger/vrperfkit,0,4.6,7,354
fastos/fastsocket,0,6.2,0,36
fairygui/FairyGUI-cocos2dx,0,6.2,49,741
facebookresearch/faiss,0,8.2,1,129
facebookresearch/Replica-Dataset,0,6.6,10,28
facebookincubator/spectrum,0,7.1,11,306
facebookincubator/gloo,0,8.5,13,140
facebookexperimental/libunifex,0,7.3,4,76
facebook/ThreatExchange,0,7,5,59
ethz-adrl/control-toolbox,0,5.3,0,22
ethereum/evmone,0,7.7,5,59
espressif/esp-idf,0,6,0,1
espressif/ESP8266_RTOS_SDK,0,3.9,0,6
ericniebler/range-v3,0,6.4,4,316
eranif/codelite,0,5.5,3,185
emqx/neuron,0,6.7,0,11
emoon/minifb,0,7.2,2,87
emilybache/GildedRose-Refactoring-Kata,0,4.5,3,4
emil-e/rapidcheck,0,7.7,0,72
electro-smith/DaisySP,0,5.9,2,118
edouarda/brigand,0,5.8,0,3
e-dant/watcher,0,6.8,3,12
duckdb/duckdb-wasm,0,6,3,188
dtrebilco/glintercept,0,5.1,39,831
dresden-elektronik/deconz-rest-plugin,0,6.1,0,8
dpayne/cli-visualizer,0,6.7,3,65
dovecot/core,0,8.4,2188,14043
dosbox-staging/dosbox-staging,0,6.5,280,3762
dolphin-emu/dolphin,0,8.2,14,85
dokan-dev/dokany,0,6.7,4,110
doches/progressbar,0,6.7,0,10
dmlc/rabit,0,6.6,9,49
dmlc/decord,0,4.9,3,169
dji-sdk/Onboard-SDK,0,5.6,33,644
district10/cmake-templates,0,6.2,0,3
diasurgical/devilutionX,0,6.2,385,3829
davidrmiller/biosim4,0,5.4,12,83
darbyjohnston/DJV,0,3.7,1,32
danfis/libccd,0,6.8,3,37
daipeihust/im-select,0,6.7,0,5
dacap/clip,0,5.3,0,20
czyt1988/czyBlog,0,6,0,3
crosire/d3d8to9,0,6.4,0,3
crosire/blink,0,6.6,4,24
cpputest/cpputest,0,6.8,4,471
cossacklabs/themis,0,4.3,16,283
contour-terminal/contour,0,6.5,0,1
commontk/CTK,0,8.5,2,31
cofyc/argparse,0,6.1,3,9
cocos2d/cocos2d-x,0,4.4,0,5
cocos/cocos-engine,0,4.7,13,401
cntools/libsurvive,0,4.9,0,6
cnr-isti-vclab/vcglib,0,5.6,0,3
clab/dynet,0,4.5,0,327
ckormanyos/real-time-cpp,0,5.2,0,32
civetweb/civetweb,0,6,0,3
cinit/WSAPatch,0,6.6,0,8
christophhart/HISE,0,4.9,6,185
chrisant996/clink,0,5.4,2,5
chenshuo/muduo-tutorial,0,5.9,5,197
chengzhengxin/sdm,0,5.2,0,1
cfig/Android_boot_image_editor,0,5.2,0,5
cemu-project/Cemu,0,6.4,294,4596
caveofprogramming/advanced-cplusplus,0,5.8,0,143
catchorg/Catch2,0,7,5,386
catboost/catboost,0,5.4,0,4
carla-simulator/carla,0,6.7,0,5
captain-amygdala/pistorm,0,6.5,1,6
caozhiyi/CppNet,0,6.2,19,305
c42f/tinyformat,0,6.2,1,2
bytedance/bhook,0,7,19,186
butor/blackbird,0,6.6,1,106
bulletphysics/bullet3,0,5,0,34
bryanpkc/corkscrew,0,6.8,1,3
brandonpelfrey/Fast-BVH,0,4.9,0,9
brainboxdotcc/DPP,0,5.7,27,534
bootchk/resynthesizer,0,6.5,0,10
boostorg/hof,0,5.7,1,275
boost-ext/ut,0,6.4,0,17
boost-ext/sml,0,4.8,0,1
bonzini/qboot,0,6.6,1,54
bolero-MURAKAMI/Sprout,0,6.2,0,4
biometrics/openbr,0,5.4,0,1
benhoyt/inih,0,5.5,1,15
behdad/glyphy,0,6.5,3,24
baresip/baresip,0,6.3,54,1016
bakwc/JamSpell,0,5.5,3,84
baidu/ICE-BA,0,6.5,1,9
baidu/BaikalDB,0,5.6,312,2039
baidu/AnyQ,0,6.2,2,155
awslabs/aws-lambda-cpp,0,7.2,4,299
aws/aws-lambda-java-libs,0,7.7,4,297
auriamg/macdylibbundler,0,7,2,34
atcoder/ac-library,0,5.9,0,32
asmjit/asmjit,0,6.4,77,435
apache/mesos,0,5.8,96,3296
apache/madlib,0,7.8,3,35
anse1/sqlsmith,0,4.4,4,82
anholt/libepoxy,0,4.8,1,31
andy-thomason/Vookoo,0,7.2,1,38
android/ndk-samples,0,5.5,0,24
andrewssobral/simple_vehicle_counting,0,5.2,0,2
alibaba/yalantinglibs,0,6.4,60,1426
alibaba/async_simple,0,7,44,224
alexmercerind/dart_vlc,0,5.8,0,21
alexliniger/MPCC,0,6.4,1,40
alexhude/FRIEND,0,5.3,2,23
alexhagiopol/cracking-the-coding-interview,0,6.2,3,65
akopytov/sysbench,0,5.9,11,105
akermu/emacs-libvterm,0,7.8,3,43
ajweeks/FlexEngine,0,4.1,2,10
airbus-cert/ttddbg,0,4.8,3,39
agauniyal/rang,0,5.9,0,1
adamyaxley/Obfuscate,0,6.1,0,1
actor-framework/actor-framework,0,6.2,96,1984
acoustid/chromaprint,0,4.7,15,145
aceisace/Inkycal,0,4.9,2,44
aarond10/https_dns_proxy,0,6.2,5,48
aappleby/smhasher,0,6,3,101
a-n-t-h-o-n-y/TermOx,0,4.8,2,368
Zeex/subhook,0,7.3,1,18
Yubico/pam-u2f,0,7.3,25,90
Yubico/libfido2,0,9,20,724
Yours3lf/rpi-vk-driver,0,4.6,7,12
Yelp/MOE,0,5.3,10,238
Xilinx/Vitis-AI,0,4.6,8,177
XMuli/QtExamples,0,7.1,0,4
Vector35/binaryninja-api,0,7.5,1,3
VcDevel/Vc,0,5.4,1,7
ValveSoftware/steam-audio,0,6.5,10,86
USTC-Resource/USTC-Course,0,4.5,5,30
USBGuard/usbguard,0,6.1,17,400
TuGraph-family/tugraph-db,0,5.9,0,2
TsudaKageyu/minhook,0,6.1,2,16
TrungNguyen1909/qemu-t8030,0,4.4,11,127
ThrowTheSwitch/Unity,0,7.5,21,115
ThrowTheSwitch/CMock,0,6.5,7,40
Tencent/puerts,0,5,0,39
Tencent/paxosstore,0,6.1,33,614
Tencent/libpag,0,5.5,0,3
Taywee/args,0,7.3,0,7
TartanLlama/optional,0,7.4,0,1
Sysinternals/SysmonForLinux,0,7.4,1,13
Supercip971/WingOS,0,7.2,0,8
Stiffstream/restinio,0,6.4,17,122
SqliteModernCpp/sqlite_modern_cpp,0,6.8,0,12
Slicer/SlicerGitSVNArchive,0,6.4,18,187
Slicer/Slicer,0,6,4,165
ShiqiYu/libfacedetection,0,6.3,1,26
ShiqiYu/CPP,0,6.9,0,6
SOUI2/soui,0,5.3,12,241
SFUMECJF/cmake-examples-Chinese,0,4.6,0,2
SFML/SFML-Game-Development-Book,0,6.4,1,387
RomanKubiak/ctrlr,0,5.1,5,179
RoboMaster/RoboRTS,0,6.2,2,45
RigsOfRods/rigs-of-rods,0,6.3,21,134
RichieSams/FiberTaskingLib,0,6.7,3,57
RedisGraph/RedisGraph,0,4.8,0,45
ReactiveX/RxCpp,0,5.4,0,76
Rakashazi/emu-ex-plus-alpha,0,4.4,2,66
RT-Thread/rt-thread,0,6.4,28,397
RPISEC/MBE,0,5.4,2,62
QtExcel/QXlsx,0,5.9,170,2005
QingdaoU/Judger,0,6.2,17,104
QBDI/QBDI,0,6.3,0,1
Presburger/qmc-decoder,0,4.8,0,3
PointCloudLibrary/pcl,0,6.5,0,1
PixlOne/logiops,0,5.6,22,440
Parchive/par2cmdline,0,7.3,23,141
PaddlePaddle/Paddle-Lite-Demo,0,5.8,20,201
PacktPublishing/Vulkan-Cookbook,0,6.2,6,241
PacktPublishing/3D-Graphics-Rendering-Cookbook,0,7.2,7,167
OriginQ/QPanda-2,0,6.4,5,318
OpenTTD/OpenTTD,0,6.9,470,7074
OpenNMT/CTranslate2,0,6.4,0,2
OpenHD/OpenHD,0,5.5,1,234
ObKo/stm32-cmake,0,7.6,0,106
NytroRST/ShellcodeCompiler,0,5.5,0,1
Nuand/bladeRF,0,6.3,1,6
Novum/vkQuake,0,4.9,231,1629
Nomango/configor,0,5.3,0,16
NixOS/patchelf,0,6.1,9,55
Neargye/nameof,0,6,0,3
Neargye/magic_enum,0,7.2,0,17
Neargye/hello_tf_c_api,0,5.1,0,33
NagiosEnterprises/nagioscore,0,6.8,1,8
NVIDIAGameWorks/nvrhi,0,6.3,19,356
NVIDIA/tensorflow,0,7.3,2,56
NVIDIA/stdexec,0,6.5,1,78
NVIDIA/VideoProcessingFramework,0,6.7,1,74
NVIDIA/MDL-SDK,0,5.6,5,233
NVIDIA-AI-IOT/redtail,0,5.8,1,3
MolecularMatters/raw_pdb,0,7.7,7,58
MisterTea/EternalTerminal,0,5.8,20,262
Mesa3D/mesa,0,5.4,1,4
Meituan-Dianping/SQLAdvisor,0,5.2,9,31
McNopper/OpenGL,0,5.5,14,198
MariaDB/server,0,6.5,1,14
MaaAssistantArknights/MaaAssistantArknights,0,4.3,0,3
MaJerle/lwrb,0,5.7,7,73
MRPT/mrpt,0,6.1,28,290
MIT-SPARK/TEASER-plusplus,0,5.3,4,19
LiteLDev/LiteLoaderBDS,0,4.6,2,464
LibRaw/LibRaw,0,7.2,178,567
LiamBindle/MQTT-C,0,6.4,2,48
Ky6uk/PETOOH,0,5.1,0,8
KhronosGroup/Vulkan-Hpp,0,6.4,67,443
KhronosGroup/OpenXR-SDK,0,5.9,13,286
KhronosGroup/OpenCOLLADA,0,5.4,4,74
KhronosGroup/OpenCL-Headers,0,6.9,1,3
KDAB/codebrowser,0,7,1,12
JunshengFu/tracking-with-Extended-Kalman-Filter,0,6.4,0,8
JuliaHubOSS/llvm-cbe,0,6.7,13,99
JosephP91/curlcpp,0,5.7,0,7
JoseExposito/touchegg,0,5.3,0,113
JPCERTCC/EmoCheck,0,4.2,2,40
Intel-Media-SDK/MediaSDK,0,7.4,1,21
InoriRus/Kyty,0,4.3,196,2058
ImageMagick/ImageMagick,0,6,878,3500
Hirrolot/metalang99,0,5.4,11,17
Hirrolot/datatype99,0,5.2,7,15
Gusabary/FlowChar,0,6.2,5,28
Grive/grive,0,6.5,0,4
Greedysky/TTKMusicPlayer,0,6.4,20,151
GPUOpen-LibrariesAndSDKs/D3D12MemoryAllocator,0,6.8,16,203
GPUOpen-Archive/Anvil,0,6.6,198,1174
FrictionalGames/AmnesiaAMachineForPigs,0,6.3,11,1175
FortySevenEffects/arduino_midi_library,0,4.9,0,20
FeralInteractive/gamemode,0,6.2,38,134
F8LEFT/SoFixer,0,4.4,2,33
EionRobb/skype4pidgin,0,5.6,22,232
EasyRPG/Player,0,7,0,14
DrTimothyAldenDavis/SuiteSparse,0,6.3,56,459
Dobiasd/FunctionalPlus,0,5.6,0,8
DinoZ1729/Ray,0,6.8,0,4
DeepRec-AI/DeepRec,0,6.6,2,56
Dav1dde/glad,0,6.1,2,25
DPDK/dpdk,0,5.9,2949,35222
DISTORTEC/distortos,0,4.8,9,190
DBraun/DawDreamer,0,5.4,6,185
Cyan4973/xxHash,0,8.2,5,48
CppCon/CppCon2018,0,6,0,20
CppCon/CppCon2016,0,6,0,8
CppCon/CppCon2015,0,6,0,8
Corvusoft/restbed,0,7,130,386
CopernicaMarketingSoftware/AMQP-CPP,0,7.8,0,82
ComputationalRadiationPhysics/picongpu,0,8.1,0,16
ChaiScript/ChaiScript,0,6.7,1,26
CVCUDA/CV-CUDA,0,7,1,11
CNugteren/CLBlast,0,7.2,11,449
CCob/lsarelayx,0,5.2,4,30
BambooTracker/BambooTracker,0,5.3,1,11
BYVoid/OpenCC,0,5.5,7,254
AxioDL/metaforce,0,4.7,1,1
AustinBrunkhorst/CPP-Reflection,0,6.4,3,100
AsyncAlgoTrading/aat,0,6,2,34
Artelnics/opennn,0,7.5,108,2252
ArduPilot/ardupilot,0,5.8,0,3
ApolloAuto/apollo,0,4.6,5,50
AmokHuginnsson/replxx,0,5.1,10,214
Amanieu/asyncplusplus,0,6.7,1,11
Alia5/GlosSI,0,6.7,0,14
AlexeyAB/object_threadsafe,0,5.3,6,46
AOMediaCodec/libavif,0,7.4,61,262
256dpi/arduino-mqtt,0,5.2,0,16
2013fangwentao/Multi_Sensor_Fusion,0,6.2,2,23
