repo, scan-build-bugs, bai-bugs, infer-bugs, ossf-score, complex-functions, total-functions, lines-of-code, lines-of-comments
deepmodeling/deepmd-kit,-1,-1,0,6.7,-1,-1,11861,69043
deepmind/open_spiel,-1,0,-1,6,-1,-1,22224,95683
dechamps/FlexASIO,-1,-1,0,5,-1,-1,82,2413
ddemidov/vexcl,-1,0,0,6.2,-1,-1,6658,38175
ddemidov/amgcl,-1,0,0,6.5,-1,-1,6459,34042
dddrrreee/cs140e-20win,-1,-1,-1,4.8,-1,-1,6891,22278
ddccontrol/ddccontrol,-1,0,-1,7.1,-1,-1,1130,7070
dchapyshev/aspia,-1,-1,-1,4.5,-1,-1,26560,115920
dcajasn/Riskfolio-Lib,-1,0,-1,5.5,-1,-1,17605,130564
dbzhang800/QtXlsxWriter,-1,-1,0,6.1,-1,-1,4580,13852
dbanay/Smalltalk,-1,0,-1,6,-1,-1,15915,28660
daw42/glslcookbook,-1,0,-1,6.3,-1,-1,3101,39928
davidramiro/Marlin-Ai3M,-1,0,-1,4.4,-1,-1,154813,116206
davheld/GOTURN,-1,-1,-1,5.9,-1,-1,1346,5699
davechurchill/commandcenter,-1,-1,-1,6.8,-1,-1,5236,15019
datoviz/datoviz,-1,-1,-1,3.9,-1,-1,14042,48687
datastax/php-driver,-1,0,-1,6.8,-1,-1,3020,20408
darvincisec/DetectFrida,-1,0,-1,6,-1,-1,170,760
darthcloud/BlueRetro,-1,-1,-1,5.6,-1,-1,3965,28442
dart-native/dart_native,-1,-1,-1,4,-1,-1,4706,6041
darglein/ADOP,-1,-1,-1,6.4,-1,-1,490,6856
daquexian/onnx-simplifier,-1,-1,-1,6,-1,-1,97,2903
daoluan/decode-memcached,-1,0,-1,6,-1,-1,1841,9581
daniilidis-group/msckf_mono,-1,-1,-1,6.3,-1,-1,288,3969
danielealbano/cachegrand,-1,-1,-1,6.2,-1,-1,6839,66545
daniele77/cli,-1,0,0,6.5,-1,-1,1956,4849
danginsburg/opengles3-book,-1,-1,-1,6.7,-1,-1,2816,8185
dalboris/vpaint,-1,-1,-1,5.5,-1,-1,32706,149345
d99kris/rapidcsv,-1,0,0,6.5,-1,-1,586,5464
czyt1988/SARibbon,-1,-1,-1,6.2,-1,-1,3868,14960
cyberbotics/webots,-1,-1,-1,6.2,-1,-1,71013,300486
cyang-kth/fmm,-1,219,0,6.1,-1,-1,8879,38990
cy384/ssheven,-1,-1,-1,5.5,-1,-1,323,2413
cvg/pixel-perfect-sfm,-1,-1,-1,6.5,-1,-1,2169,12857
cutechess/cutechess,-1,-1,-1,4.6,-1,-1,25210,65558
cuitaixiang/LOAM_NOTED,-1,-1,-1,6,-1,-1,544,2351
csete/gpredict,-1,0,-1,6.1,-1,-1,11316,40123
cschied/q2vkpt,-1,0,-1,5.3,-1,-1,23581,199146
cryptonomex/graphene,-1,-1,-1,5.6,-1,-1,12746,90154
crossroadsfpga/pigasus,-1,0,-1,5.2,-1,-1,58821,254824
crosslife/OpenBird,-1,0,-1,5,-1,-1,127056,514822
cra-ros-pkg/robot_localization,-1,-1,-1,7.8,-1,-1,3553,7806
cpvrlab/ImagePlay,-1,-1,-1,5.8,-1,-1,62045,104506
cpeditor/cpeditor,-1,-1,-1,7.9,-1,-1,3431,13650
couchbase/forestdb,-1,0,-1,7.6,-1,-1,18450,76382
couchbase/couchnode,-1,0,-1,6.8,-1,-1,372,14369
coslyk/moonplayer,-1,-1,-1,4.4,-1,-1,980,3576
corosync/corosync,-1,0,-1,6.9,-1,-1,9534,44869
coreutils/coreutils,-1,0,-1,7.6,-1,-1,13827,68151
coreos/rpm-ostree,-1,0,-1,7.8,-1,-1,5959,35151
coreboot/coreboot,-1,0,-1,7.2,-1,-1,573494,1291493
copperspice/copperspice,-1,-1,-1,5.7,-1,-1,618563,2694738
containers/bubblewrap,-1,0,-1,7,-1,-1,658,4115
computationalpathologygroup/ASAP,-1,-1,-1,5.1,-1,-1,1832,23791
compuphase/pawn,-1,0,-1,6.5,-1,-1,7208,37393
commoncrawl/commoncrawl,-1,0,-1,4.7,-1,-1,53199,21592
colmap/pycolmap,-1,-1,-1,7.6,-1,-1,182,4544
collectd/collectd,-1,-1,298,7.5,-1,-1,21254,122502
coin-or/Cbc,-1,0,-1,5.7,-1,-1,30549,139200
codyd51/axle,-1,0,-1,4.9,-1,-1,17902,74356
code-iai/iai_kinect2,-1,-1,-1,7,-1,-1,1634,14079
cocos2d/cocos2d-js,-1,0,-1,5.5,-1,-1,25411,196955
cocaine/cocaine-core,-1,0,-1,6.2,-1,-1,3099,15377
cnr-isti-vclab/PyMeshLab,-1,-1,-1,5.5,-1,-1,1408,3224
cnjinhao/nana,-1,-1,-1,6.3,-1,-1,5965,71008
cneben/QuickQanava,-1,-1,-1,5.9,-1,-1,7165,15818
cms-sw/cmssw,-1,0,-1,8.6,-1,-1,627344,3682317
cmdbug/YOLOv5_NCNN,-1,-1,-1,5.6,-1,-1,45578,115923
cmangos/mangos-wotlk,-1,70,20,5.3,-1,-1,105682,656847
cmangos/mangos-classic,-1,70,20,5.3,-1,-1,84015,454631
cloudozer/ling,-1,-1,-1,5.5,-1,-1,55536,170503
cloudfuzz/android-kernel-exploitation,-1,0,-1,4.6,-1,-1,518,454
client9/libinjection,-1,0,-1,6.3,-1,-1,1139,13296
clementine-player/Clementine,-1,-1,-1,3.9,-1,-1,67459,256674
clementgallet/libTAS,-1,0,-1,6,-1,-1,22424,75111
clMathLibraries/clFFT,-1,-1,-1,5.8,-1,-1,9556,78381
ckolivas/lrzip,-1,70,237,5.3,-1,-1,2125,15475
ckb-next/ckb-next,-1,0,-1,5.4,-1,-1,5186,32244
cjcliffe/CubicSDR,-1,0,-1,5.9,-1,-1,11052,57769
ciyze0101/Windows-Rootkits,-1,0,-1,4.8,-1,-1,18359,116686
citra-emu/citra-nightly,-1,-1,-1,5.4,-1,-1,28644,290052
cinience/RedisStudio,-1,0,-1,5,-1,-1,8255,52164
cinemast/libjson-rpc-cpp,-1,-1,-1,6.5,-1,-1,2978,20512
chvmp/champ,-1,-1,-1,6.9,-1,-1,303,917
chukong/quick-cocos2d-x,-1,0,-1,5,-1,-1,116077,399390
chuan-yun/Molten,-1,0,-1,6.3,-1,-1,1346,5020
chrxh/alien,-1,-1,-1,5.5,-1,-1,927,43547
chronoxor/FastBinaryEncoding,-1,-1,-1,3.5,-1,-1,11513,94102
chronoxor/CppTrader,-1,-1,-1,5,-1,-1,1368,6450
chronoxor/CppServer,-1,-1,-1,5,-1,-1,6106,20511
chronolaw/cpp_study,-1,-1,-1,6.2,-1,-1,438,2709
chromiumembedded/cef,-1,0,-1,7.3,-1,-1,84314,241250
christopherbatty/SDFGen,-1,0,-1,6.1,-1,-1,107,2490
chrisboyle/sgtpuzzles,-1,-1,-1,7.3,-1,-1,23473,100395
chjj/compton,-1,0,-1,5.6,-1,-1,2986,11623
cherokee/webserver,-1,0,-1,6.5,-1,-1,19076,63381
chenxiaolong/DualBootPatcher,-1,-1,-1,5.8,-1,-1,20245,82501
chengyangkj/Ros_Qt5_Gui_App,-1,-1,-1,6.2,-1,-1,633,3160
chenall/grub4dos,-1,0,-1,5.7,-1,-1,7832,41367
chaoticbob/tinyrenderers,-1,-1,-1,6.3,-1,-1,1154,14866
chanyn/3Dpose_ssl,-1,-1,-1,3.4,-1,-1,13244,63106
cginternals/globjects,-1,-1,-1,5.3,-1,-1,933,17632
cggos/imu_x_fusion,-1,-1,-1,7.1,-1,-1,203,1839
cgdb/cgdb,-1,183,92,6.4,-1,-1,10206,21929
cetic/unikernels,-1,0,-1,5.9,-1,-1,65,545
cesanta/mongoose-os,-1,0,-1,5.5,-1,-1,10855,27967
celluloid-player/celluloid,-1,0,-1,7.5,-1,-1,1534,18354
ceccocats/tkDNN,-1,-1,-1,5.4,-1,-1,1880,18340
cebix/macemu,-1,188,323,6.2,-1,-1,33906,202673
cdcseacave/openMVS,-1,0,-1,5.4,-1,-1,19747,81745
cataclysmbnteam/Cataclysm-BN,-1,0,-1,5.1,-1,-1,44616,382443
cashapp/zipline,-1,-1,0,6.2,-1,-1,3239,59190
cartographer-project/cartographer_ros,-1,-1,0,7.3,-1,-1,1222,6188
carlosmccosta/dynamic_robot_localization,-1,0,-1,5.6,-1,-1,4775,11797
capnramses/antons_opengl_tutorials_book,-1,-1,-1,5.4,-1,-1,37848,96425
canyie/Riru-MomoHider,-1,0,-1,5.1,-1,-1,64,552
canonical/dqlite,-1,0,-1,6.3,-1,-1,4130,24157
camsas/firmament,-1,-1,-1,6.2,-1,-1,8500,26867
cameron314/readerwriterqueue,-1,0,0,6.9,-1,-1,477,3335
calf-studio-gear/calf,-1,0,-1,7.2,-1,-1,7743,43402
calamares/calamares,-1,-1,-1,7.6,-1,-1,12542,53477
cage-kiosk/cage,-1,0,-1,6.4,-1,-1,124,2230
cacalabs/libcaca,-1,-1,-1,5.6,-1,-1,5788,26186
c9s/Pux,-1,0,-1,7.2,-1,-1,1728,8273
c-smile/sciter-sdk,-1,0,-1,5,-1,-1,33069,145132
c-ares/c-ares,-1,0,-1,9,-1,-1,16146,54899
bytedance/tailor,-1,0,-1,6.1,-1,-1,653,3117
bytedance/sonic-cpp,-1,0,0,6.6,-1,-1,2833,13799
bytedance/memory-leak-detector,-1,0,-1,6.2,-1,-1,1507,7186
bytedance/lightseq,-1,-1,-1,6.4,-1,-1,3300,33677
bytedance/android-inline-hook,-1,-1,-1,8.3,-1,-1,2826,13769
byhook/ffmpeg4android,-1,-1,-1,4.8,-1,-1,47995,60302
bwapi/bwapi,-1,-1,-1,5.1,-1,-1,11425,67129
bwalex/tc-play,-1,0,-1,6.2,-1,-1,729,4783
bvschaik/julius,-1,-1,-1,5.5,-1,-1,3513,112277
bus1/dbus-broker,-1,0,-1,5,-1,-1,4590,22504
bumptop/BumpTop,-1,-1,-1,4.6,-1,-1,533077,1634840
bugaevc/wl-clipboard,-1,0,-1,7.3,-1,-1,811,2348
buffet/kiwmi,-1,0,-1,6.2,-1,-1,345,4984
btccom/btcpool-ABANDONED,-1,0,-1,4.2,-1,-1,34100,110888
bsauce/kernel-exploit-factory,-1,0,-1,4.8,-1,-1,14737,21499
bradharding/doomretro,-1,0,-1,4.6,-1,-1,64896,141774
brackeen/glfm,-1,-1,-1,6.2,-1,-1,808,6334
bozbez/win-capture-audio,-1,-1,-1,5.8,-1,-1,14,1515
borisfaure/terminology,-1,0,-1,6.5,-1,-1,1030,38753
borglab/gtsam,-1,-1,-1,6.5,-1,-1,148015,450389
boostorg/pfr,-1,-1,0,6.4,-1,-1,1151,7097
boostorg/fiber,-1,-1,-1,6.3,-1,-1,2714,21093
boostorg/compute,-1,-1,-1,6.7,-1,-1,12141,50608
boostorg/asio,-1,-1,0,7.2,-1,-1,54066,204836
bolderflight/invensense-imu,-1,0,0,6.2,-1,-1,474,1317
bogde/HX711,-1,0,-1,6.6,-1,-1,94,210
bminor/glibc,-1,-1,-1,7.6,-1,-1,257674,1017796
bluez/bluez,-1,0,-1,7.4,-1,-1,22941,411463
blue-yonder/turbodbc,-1,-1,-1,6.7,-1,-1,1567,12530
bloomen/transwarp,-1,0,0,5.2,-1,-1,1165,15639
bloomberg/quantum,-1,-1,-1,8.4,-1,-1,5205,17361
bloomberg/comdb2,-1,0,-1,8.2,-1,-1,157505,614361
bloomberg/bde,-1,-1,-1,8.4,-1,-1,941933,2243767
blinker-iot/blinker-esp-idf,-1,-1,-1,4.8,-1,-1,7307,14720
blend2d/blend2d,-1,-1,-1,5.8,-1,-1,20076,89484
blawar/ooot,-1,-1,-1,4,-1,-1,66156,664049
blackhole89/notekit,-1,-1,-1,4.9,-1,-1,441,4135
bitmovin/libdash,-1,0,-1,6.2,-1,-1,25919,41524
bither/bither-android-lib,-1,-1,-1,5,-1,-1,11897,31339
bitfieldaudio/OTTO,-1,-1,-1,6.4,-1,-1,3690,26212
bitdefender/bddisasm,-1,-1,0,5.7,-1,-1,4468,99958
biocarl/drawing_animation,-1,-1,-1,6.3,-1,-1,174,901
bingmann/sound-of-sorting,-1,0,-1,6.4,-1,-1,966,3923
binarly-io/efiXplorer,-1,-1,-1,5.3,-1,-1,5990,26859
bigtreetech/BIGTREETECH-OCTOPUS-V1.0,-1,-1,-1,4.5,-1,-1,1736091,4284041
bfgroup/Lyra,-1,0,0,7.5,-1,-1,2784,8184
bernedom/SI,-1,0,0,6.4,-1,-1,740,18465
berkeley-abc/abc,-1,-1,0,5.4,-1,-1,194515,649371
beltransen/velo2cam_calibration,-1,-1,-1,6.4,-1,-1,321,2367
begla/Intrinsic,-1,-1,-1,4.6,-1,-1,15882,55535
begeekmyfriend/bplustree,-1,0,-1,6.2,-1,-1,155,1384
beagleboard/linux,-1,0,-1,5.6,-1,-1,3706981,22033748
bbc/audiowaveform,-1,-1,-1,4.9,-1,-1,3162,7259
bastibl/gr-ieee802-11,-1,-1,-1,6.6,-1,-1,1046,3786
basil00/reqrypt,-1,-1,-1,5.2,-1,-1,3149,13079
banach-space/llvm-tutor,-1,-1,-1,5.4,-1,-1,1246,1765
banach-space/clang-tutor,-1,-1,-1,5.4,-1,-1,734,1285
balloonwj/flamingo,-1,0,-1,4.8,-1,-1,28071,157632
balloonwj/TeamTalk,-1,0,-1,5.2,-1,-1,71144,291105
balde/balde,-1,0,-1,5.6,-1,-1,1098,8955
baidu/tera,-1,-1,-1,5.6,-1,-1,14309,119858
baidu/openrasp,-1,0,-1,4.8,-1,-1,14230,47978
baidu/lac,-1,-1,-1,6,-1,-1,566,2061
baidu/braft,-1,-1,-1,7.8,-1,-1,3832,28256
baidu/bigflow,-1,-1,-1,4.7,-1,-1,14059,62723
badgeek/svg2shenzhen,-1,0,-1,5.5,-1,-1,45493,114111
babelouest/glewlwyd,-1,-1,-1,5.4,-1,-1,12781,137006
azure-rtos/threadx,-1,-1,-1,8.7,-1,-1,128606,226610
azul3d/engine,-1,0,-1,6.5,-1,-1,22925,19287
azerothcore/azerothcore-wotlk,-1,8,0,6.3,-1,-1,113626,860351
axel-download-accelerator/axel,-1,0,-1,6,-1,-1,1222,3682
awawa-dev/HyperHDR,-1,-1,-1,5.5,-1,-1,11923,52230
avisingh599/mono-vo,-1,-1,-1,6.2,-1,-1,58,160
avast/retdec-idaplugin,-1,-1,-1,5.6,-1,-1,412,2972
autowarefoundation/autoware.universe,-1,-1,0,5.8,-1,-1,44986,198164
autodiff/autodiff,-1,-1,-1,6.4,-1,-1,2790,7847
autoas/as,-1,0,-1,5.6,-1,-1,147458,260483
atenpas/gpd,-1,-1,-1,6.3,-1,-1,3230,7269
astroidmail/astroid,-1,0,-1,5.5,-1,-1,2187,22619
astrand/xclip,-1,0,-1,6.3,-1,-1,511,1401
ashtuchkin/vive-diy-position-sensor,-1,0,-1,5.5,-1,-1,1166,12212
asc-community/MxEngine,-1,-1,-1,7.9,-1,-1,10198,31025
asb2m10/dexed,-1,-1,-1,4.6,-1,-1,2311,8385
asLody/whale,-1,-1,-1,5.9,-1,-1,19436,188585
arximboldi/lager,-1,-1,-1,6.1,-1,-1,3238,24359
arximboldi/ewig,-1,-1,-1,5.2,-1,-1,276,1518
arx/ArxLibertatis,-1,0,0,5.4,-1,-1,22456,109190
artivis/manif,-1,0,0,5.3,-1,-1,5557,18667
arthenica/ffmpeg-kit,-1,0,-1,4.4,-1,-1,6646,21420
artem-ogre/CDT,-1,0,0,6.3,-1,-1,1300,5812
arq5x/bedtools2,-1,0,-1,6,-1,-1,15966,68225
arnaud-lb/php-rdkafka,-1,0,-1,5.2,-1,-1,896,5631
arnaud-lb/php-memory-profiler,-1,0,-1,5.3,-1,-1,144,1577
arkq/bluez-alsa,-1,0,-1,6.3,-1,-1,4294,26882
ariccio/altWinDirStat,-1,0,-1,5.5,-1,-1,16221,108347
archiecobbs/s3backer,-1,0,-1,7.1,-1,-1,3291,10916
arc80/plywood,-1,0,-1,6.2,-1,-1,9348,47858
aras-p/glsl-optimizer,-1,0,-1,6.7,-1,-1,20717,62646
aqi00/android2,-1,0,-1,5.3,-1,-1,75448,688707
appneta/tcpreplay,-1,0,-1,6.8,-1,-1,16031,36703
appliedAI-Initiative/orb_slam_2_ros,-1,-1,-1,6.6,-1,-1,6797,22951
appleseedhq/appleseed,-1,0,-1,6.5,-1,-1,100356,430164
apple/swift-crypto,-1,-1,-1,9,-1,-1,38881,132240
apple/cups,-1,-1,-1,6.9,-1,-1,47208,165339
apohl79/audiogridder,-1,-1,-1,6.6,-1,-1,7754,39984
apitrace/apitrace,-1,0,-1,5.9,-1,-1,19414,272647
apchenstu/Facial_Details_Synthesis,-1,-1,-1,5,-1,-1,148756,351051
apache/subversion,-1,0,-1,8.2,-1,-1,148562,490708
apache/singa,-1,0,-1,6.3,-1,-1,15700,48768
apache/parquet-cpp,-1,0,-1,6.8,-1,-1,4252,21024
apache/openoffice,-1,-1,-1,6.9,-1,-1,1114800,4852590
apache/mynewt-core,-1,-1,-1,8.3,-1,-1,414460,854364
apache/kudu,-1,-1,0,8.1,-1,-1,109580,381941
apache/incubator-pegasus,-1,-1,0,6.5,-1,-1,33424,158014
apache/impala,-1,-1,-1,8.2,-1,-1,129735,372611
apache/httpd,-1,0,-1,7,-1,-1,65705,238889
apache/guacamole-server,-1,132,36,7.6,-1,-1,38423,32973
any1/wayvnc,-1,-1,-1,6.6,-1,-1,826,6927
antimof/UxPlay,-1,-1,-1,8.5,-1,-1,1625,27417
ant-media/LibRtmp-Client-for-Android,-1,0,-1,6.4,-1,-1,1049,9221
ankitdhall/lidar_camera_calibration,-1,-1,-1,4.6,-1,-1,2878,8739
anhttran/extreme_3d_faces,-1,0,0,5.4,-1,-1,40566,175421
anhttran/3dmm_cnn,-1,0,0,5.5,-1,-1,40478,174078
ange-yaghi/manta-ray,-1,-1,-1,4.3,-1,-1,26143,230409
andysworkshop/stm32plus,-1,0,-1,5.4,-1,-1,135725,260774
ands/lightmapper,-1,-1,-1,5.8,-1,-1,142,1926
android/app-bundle-samples,-1,-1,-1,4,-1,-1,1408,8643
andrewssobral/vehicle_detection_haarcascades,-1,-1,-1,6,-1,-1,0,75
andrewssobral/bgslibrary,-1,-1,-1,5,-1,-1,6242,33829
andreiz/php-zookeeper,-1,0,-1,6.6,-1,-1,407,1588
andreasfertig/cppinsights,-1,-1,-1,5.3,-1,-1,2031,14439
andreas-mausch/whatsapp-viewer,-1,0,-1,5.5,-1,-1,81885,173736
analogdevicesinc/no-OS,-1,-1,-1,6.5,-1,-1,226266,1604835
anael-seghezzi/CToy,-1,-1,-1,5.4,-1,-1,27193,164568
amzn/amzn-drivers,-1,-1,0,7.1,-1,-1,6136,31420
amzeratul/halley,-1,0,-1,7.6,-1,-1,27303,280498
amule-project/amule,-1,0,-1,4.4,-1,-1,31284,126161
amsynth/amsynth,-1,0,-1,5.6,-1,-1,2398,10258
amrayn/easyloggingpp,-1,0,0,6.1,-1,-1,1395,11471
amov-lab/Prometheus,-1,-1,-1,4.7,-1,-1,18846,69937
amnezia-vpn/amnezia-client,-1,-1,-1,4.2,-1,-1,48316,132919
ammen99/wf-recorder,-1,-1,-1,5.5,-1,-1,84,1635
amd/OpenCL-caffe,-1,-1,-1,4.6,-1,-1,11915,54290
ambrosiogabe/MathAnimation,-1,-1,-1,6.9,-1,-1,4697,51103
alvr-org/ALVR,-1,0,-1,5.2,-1,-1,31181,99072
altdesktop/playerctl,-1,0,-1,6.5,-1,-1,926,5157
altairwei/WizNotePlus,-1,-1,0,4.3,-1,-1,64769,187130
allanrbo/filesremote,-1,-1,-1,5.5,-1,-1,401,26947
aliyun/iotkit-embedded,-1,-1,-1,5.2,-1,-1,31542,117376
alievk/avatarify-desktop,-1,-1,-1,6.2,-1,-1,214,2162
alicevision/AliceVision,-1,0,0,6.7,-1,-1,65770,215051
alibaba/xquic,-1,0,-1,7.2,-1,-1,7606,55049
alibaba/tair,-1,0,79,6.4,-1,-1,18278,121251
alibaba/graph-learn,-1,-1,-1,6.4,-1,-1,8007,50024
alibaba/euler,-1,-1,-1,6.3,-1,-1,4675,30733
alibaba/BladeDISC,-1,-1,-1,6.8,-1,-1,26982,114912
alexkay/spek,-1,0,-1,6.9,-1,-1,108,2705
alexgkendall/caffe-posenet,-1,-1,-1,4.8,-1,-1,11737,55776
alexandervdm/gummi,-1,0,-1,4.4,-1,-1,2247,8991
alembic/alembic,-1,0,-1,6.5,-1,-1,31731,88707
aldostools/webMAN-MOD,-1,0,-1,5.7,-1,-1,47813,197943
albfan/miraclecast,-1,2338,81,7.5,-1,-1,2124,21027
alaingalvan/CrossWindow,-1,-1,0,6.9,-1,-1,400,3049
ajkhoury/ReClassEx,-1,0,-1,4.7,-1,-1,11010,106759
aiyaapp/AiyaEffectsAndroid,-1,-1,-1,4.6,-1,-1,3459,45615
aitos-io/BoAT-X-Framework,-1,0,-1,7,-1,-1,50747,176831
airwindows/airwindows,-1,-1,-1,7.6,-1,-1,113453,395744
ai-techsystems/deepC,-1,0,0,4.8,-1,-1,48911,185579
ahodesuka/ahoviewer,-1,0,-1,4.4,-1,-1,8758,40414
aguinet/dragonffi,-1,-1,-1,4.8,-1,-1,3125,16604
afritz1/OpenTESArena,-1,0,-1,5.6,-1,-1,6678,70332
advancedfx/advancedfx,-1,-1,-1,7.1,-1,-1,7090,81644
adrianlopezroche/fdupes,-1,536,36,5.4,-1,-1,973,6070
adobe-type-tools/afdko,-1,764,0,6.1,-1,-1,22035,168885
adamstark/AudioFile,-1,0,-1,6.3,-1,-1,962,8294
adafruit/adafruit-beaglebone-io-python,-1,0,11,6.2,-1,-1,913,4318
adafruit/Adafruit_SSD1306,-1,0,-1,5.7,-1,-1,554,854
adafruit/Adafruit_Learning_System_Guides,-1,0,-1,6.2,-1,-1,4052,155611
adafruit/Adafruit-GFX-Library,-1,0,-1,5.6,-1,-1,2554,24898
acidicoala/ScreamAPI,-1,0,-1,5.2,-1,-1,11798,5993
acdemiralp/fg,-1,0,-1,6.4,-1,-1,519,9467
acaudwell/Logstalgia,-1,0,-1,5.7,-1,-1,505,4399
abreheret/PixelAnnotationTool,-1,-1,-1,5.9,-1,-1,82,1452
abcz316/SKRoot-linuxKernelRoot,-1,-1,-1,6,-1,-1,1032,15257
abb128/LiveCaptions,-1,-1,-1,7.3,-1,-1,1108,4017
aarnt/octopi,-1,-1,-1,6.2,-1,-1,5697,24223
aardappel/treesheets,-1,-1,-1,7.4,-1,-1,10554,95409
aardappel/lobster,-1,0,0,4.3,-1,-1,122745,553219
aantron/better-enums,-1,-1,-1,6.3,-1,-1,615,2001
a16z/ai,-1,0,-1,6.3,-1,-1,79820,340789
Zilliqa/Zilliqa,-1,-1,-1,6.7,-1,-1,18060,102323
Zielon/PBRVulkan,-1,-1,-1,6.2,-1,-1,536,8015
Zhuagenborn/Plants-vs.-Zombies-Online-Battle,-1,-1,-1,5.7,-1,-1,844,1624
ZhuYanzhen1/miniFOC,-1,0,-1,4.7,-1,-1,19471,32705
ZJU-FAST-Lab/ego-planner-swarm,-1,-1,-1,6.6,-1,-1,9180,36552
ZJU-FAST-Lab/ego-planner,-1,-1,-1,7.5,-1,-1,8408,33833
ZJU-FAST-Lab/Fast-Drone-250,-1,-1,-1,6.6,-1,-1,14594,63324
YuvalNirkin/face_swap,-1,-1,-1,5.5,-1,-1,1645,8450
YuvalNirkin/face_segmentation,-1,-1,-1,5.7,-1,-1,113,541
YuePanEdward/MULLS,-1,-1,-1,4.9,-1,-1,2795,17827
Y-Vladimir/SmartDeblur,-1,-1,-1,5.9,-1,-1,150,1704
Xtra-Computing/thundersvm,-1,-1,-1,5.8,-1,-1,1562,11508
Xtra-Computing/thundergbm,-1,-1,-1,5.9,-1,-1,1342,10294
Xilinx/linux-xlnx,-1,0,-1,7.3,-1,-1,3921056,23716622
Xilinx/XRT,-1,-1,-1,7.2,-1,-1,68144,507029
Xilinx/Vitis_Libraries,-1,-1,-1,5.3,-1,-1,267976,1272944
Xilinx/Vitis-Tutorials,-1,-1,-1,5.4,-1,-1,46957,3087517
Xaymar/obs-StreamFX,-1,-1,-1,6.3,-1,-1,3145,56983
XMuli/ChineseChess,-1,0,-1,4.6,-1,-1,643,1447
WuBingzheng/memleax,-1,-1,-1,5.6,-1,-1,226,2206
Wren6991/PicoDVI,-1,0,-1,6.4,-1,-1,558,170099
WrBug/dumpDex,-1,0,-1,5.5,-1,-1,216,1816
WizTeam/WizQTClient,-1,-1,0,5.9,-1,-1,82559,276383
WireGuard/wireguard-linux,-1,0,-1,7.3,-1,-1,3922154,23852280
Windscribe/Desktop-App,-1,-1,-1,5.5,-1,-1,18346,184737
WenmuZhou/PytorchOCR,-1,0,-1,5.3,-1,-1,2016,9762
WenmuZhou/PSENet.pytorch,-1,-1,-1,6.2,-1,-1,2016,9762
WaykiChain/WaykiChain,-1,-1,-1,5.5,-1,-1,22781,182973
WayfireWM/wayfire,-1,0,-1,6.6,-1,-1,7015,40573
Warzone2100/warzone2100,-1,-1,0,5.3,-1,-1,45881,260040
WarmUpTill/SceneSwitcher,-1,-1,0,5.7,-1,-1,2401,99292
Wargus/stratagus,-1,-1,-1,6.2,-1,-1,39426,94753
WangShuo1143368701/FFmpegAndroid,-1,0,-1,4.8,-1,-1,39881,17483
WalkerLau/Accelerating-CNN-with-FPGA,-1,0,-1,6.4,-1,-1,2953,7877
Vita3K/Vita3K,-1,-1,240,6.7,-1,-1,20879,135882
VirtualGL/virtualgl,-1,-1,-1,7.6,-1,-1,17211,72717
VincentWei/MiniGUI,-1,0,-1,5.8,-1,-1,145414,800875
VictorGordan/opengl-tutorials,-1,0,-1,4.8,-1,-1,56104,158290
VcDevel/std-simd,-1,-1,0,5.6,-1,-1,3162,23956
ValveSoftware/wine,-1,0,-1,7.6,-1,-1,449681,4220818
VKCOM/kphp,-1,-1,-1,7.3,-1,-1,11051,158503
VIS4ROB-lab/ccm_slam,-1,-1,-1,6.2,-1,-1,14936,47648
Unvanquished/Unvanquished,-1,-1,-1,7.3,-1,-1,18748,89469
UnknownShadow200/ClassiCube,-1,0,-1,6,-1,-1,35085,113513
UniversalRobots/Universal_Robots_ROS_Driver,-1,-1,-1,6.3,-1,-1,1016,2671
Unidata/netcdf-c,-1,-1,-1,7.9,-1,-1,56500,288513
UncleRus/esp-idf-lib,-1,-1,-1,5.7,-1,-1,18048,29011
Ultimaker/CuraEngine,-1,-1,-1,6.6,-1,-1,15313,49195
Ubpa/RenderLab,-1,-1,-1,6.4,-1,-1,6302,74620
USTC-Hackergame/hackergame2020-writeups,-1,-1,-1,4.3,-1,-1,21637,69083
UPBGE/upbge,-1,-1,0,6.3,-1,-1,479334,2632879
TurboVNC/turbovnc,-1,-1,-1,7.6,-1,-1,131255,502972
Tripwire/tripwire-open-source,-1,0,1250,6,-1,-1,31863,57908
Trinkle23897/Undergraduate,-1,-1,-1,5.2,-1,-1,44752,196118
Tribler/self-compile-Android,-1,-1,-1,6.3,-1,-1,18899,78927
TrenchBroom/TrenchBroom,-1,-1,-1,5.7,-1,-1,38619,197415
ToruNiina/toml11,-1,-1,-1,6.5,-1,-1,1359,17657
Tongsuo-Project/Tongsuo,-1,0,-1,8.8,-1,-1,74245,490261
Tokutek/mongo,-1,-1,-1,5.7,-1,-1,182805,812901
TixiaoShan/LVI-SAM,-1,-1,-1,6,-1,-1,2824,17592
TixiaoShan/LIO-SAM,-1,-1,-1,6.4,-1,-1,224,2670
Tiramisu-Compiler/tiramisu,-1,424,2871,6.5,-1,-1,52371,260533
TileDB-Inc/TileDB,-1,-1,0,5.2,-1,-1,110776,320554
TigerVNC/tigervnc,-1,142,0,6.3,-1,-1,13869,58539
TianZerL/Anime4KCPP,-1,0,0,5.6,-1,-1,153,23424
